gene	gene_id	chromosome	start_position	end_position	oe_lof	oe_lof_lower	oe_lof_upper	oe_lof_upper_bin	p_cnv	p_dnw	p_mupit	min_p	p_comb	p_comb_adj_ihw	p_comb_fdr
CALHM2	ENSG00000138172	10	105206543	105212660	0.93411	0.546	1.638	8	1	1	1	1	1	1	1
ENDOG	ENSG00000167136	9	131580753	131584956	0.86432	0.471	1.638	8	1	1	1	1	1	1	1
GLOD5	ENSG00000171433	X	48620154	48632064	0.58324	0.234	1.638	8	1	1	1	1	1	1	1
NR0B2	ENSG00000131910	1	27237980	27240457	0.93359	0.546	1.638	8	1	1	1	1	1	1	1
OR13C2	ENSG00000257019	9	107366924	107367951	0.6879	0.31	1.638	8	0.113289	1	1	1	0.36001127995921	1	1
WBSCR28	ENSG00000175877	7	73275489	73280223	1.0274	0.657	1.638	8	9.999e-05	1	1	1	0.00102094193329388	1	0.0404938477137244
GMFG	ENSG00000130755	19	39818993	39833012	1.0277	0.657	1.638	8	1	1	1	1	1	1	1
TIMM22	ENSG00000177370	17	900357	906911	0.90223	0.511	1.638	8	0.00019998	1	1	1	0.00190326829341939	1	0.0635596919528657
NUDT14	ENSG00000183828	14	105639275	105647660	0.90274	0.511	1.639	8	1	1	1	1	1	1	1
ZNF98	ENSG00000197360	19	22573821	22715287	0.76279	0.372	1.639	8	1	1	1	1	1	1	1
FAM216B	ENSG00000179813	13	43355686	43365683	0.81898	0.425	1.639	8	1	1	1	1	1	1	1
DDI1	ENSG00000170967	11	103907308	103909922	1.0458	0.679	1.639	8	1	1	1	1	1	1	1
MRPS17	ENSG00000249773	7	55954970	56022932	1.0279	0.657	1.639	8	0.560344	1	1	1	0.8848977092685	1	1
H2BFM	ENSG00000101812	X	103268269	103297021	0.68855	0.31	1.639	8	1	1	1	1	1	1	1
ERICH1	ENSG00000104714	8	564746	688106	1.136	0.798	1.639	8	0.0437956	1	1	1	0.180797956062625	1	1
FAM159B	ENSG00000145642	5	63986135	64013917	0.7626	0.372	1.639	8	0.344966	1	1	1	0.712116562528295	1	1
RP11-211G3.3	ENSG00000228804	3	187420101	187451637	0.82005	0.426	1.64	8	1	1	1	1	1	1	1
BHMT2	ENSG00000132840	5	78365540	78385289	1.1457	0.811	1.64	8	1	1	1	1	1	1	1
PTX4	ENSG00000251692	16	1535887	1538982	1.1152	0.769	1.64	8	0.0132987	1	1	1	0.0707502674897811	1	0.769735870491773
FAM132A	ENSG00000184163	1	1177826	1182102	1.0096	0.634	1.64	8	9.999e-05	1	1	1	0.00102094193329388	1	0.0404938477137244
TMEM230	ENSG00000089063	20	5080486	5093749	0.86676	0.472	1.641	8	0.112089	1	1	1	0.357391526128989	1	1
RPSAP58	ENSG00000205246	19	23945807	24010937	0.76432	0.373	1.641	8	1	1	1	1	1	1	1
LY6G5B	ENSG00000240053	6	31637944	31641553	0.93638	0.547	1.641	8	1	1	1	1	1	1	1
ASB18	ENSG00000182177	2	237102095	237173052	1.01	0.634	1.641	8	0.336966	1	1	1	0.70350859891319	1	1
C4orf22	ENSG00000197826	4	81256874	81884910	1.0485	0.681	1.642	8	0.115188	1	1	1	0.364131119487594	1	1
UBQLNL	ENSG00000175518	11	5535623	5537935	1.1049	0.755	1.642	8	1	1	1	1	1	1	1
ZDHHC11B	ENSG00000206077	5	710475	767067	1.1169	0.771	1.642	8	1	1	1	1	1	1	1
AZU1	ENSG00000172232	19	825097	832017	0.90474	0.512	1.642	8	9.999e-05	1	1	1	0.00102094193329388	1	0.0404938477137244
LDHAL6A	ENSG00000166800	11	18477371	18501147	1.0645	0.701	1.642	8	1	1	1	1	1	1	1
SRSF10	ENSG00000188529	1	24291294	24307417	0	0	1.642	8	1	1	1	1	1	1	1
JOSD2	ENSG00000161677	19	51009255	51014610	0.86723	0.472	1.642	8	1	1	1	1	1	1	1
AHSA2	ENSG00000173209	2	61404553	61418338	0.86736	0.472	1.642	8	0.115888	1	1	1	0.365641829617372	1	1
CYP4A11	ENSG00000187048	1	47394849	47407156	1.2316	0.932	1.643	8	1	1	1	1	1	1	1
TMEM159	ENSG00000011638	16	21169698	21191937	0.76574	0.374	1.643	8	1	1	1	1	1	1	1
FABP12	ENSG00000197416	8	82437216	82443613	0.76588	0.374	1.643	8	0.343166	1	1	1	0.710196101272419	1	1
IGLL1	ENSG00000128322	22	23915312	23922495	0.69128	0.311	1.643	8	1	1	1	1	1	1	1
MRPL44	ENSG00000135900	2	224822121	224832431	1.0497	0.682	1.644	8	1	1	1	1	1	1	1
P2RY8	ENSG00000182162	X	1581465	1656000	0.76611	0.374	1.644	8	1	1	1	1	1	1	1
MXRA7	ENSG00000182534	17	74668633	74707098	0.82341	0.427	1.644	8	1	1	1	1	1	1	1
AMY1C	ENSG00000187733	1	104293028	104301312	0.7664	0.374	1.644	8	9.999e-05	1	1	1	0.00102094193329388	1	0.0404938477137244
C20orf197	ENSG00000176659	20	58630980	58648008	0	0	1.644	8	1	1	1	1	1	1	1
C17orf78	ENSG00000167230	17	35732928	35749662	1.0496	0.682	1.644	8	0.0049995	1	1	1	0.0314889376490561	1	0.4466151049905
PCP4L1	ENSG00000248485	1	161228517	161255240	0.58722	0.236	1.644	8	1	1	1	1	1	1	1
PROK2	ENSG00000163421	3	71820807	71834357	0.69283	0.312	1.645	8	0.114789	1	1	1	0.363268112948332	1	1
PRR23D1	ENSG00000255251	8	7397150	7399972	0	0	1.645	8	0.10439	1	1	1	0.34027187727393	1	1
ENDOD1	ENSG00000149218	11	94822974	94865809	1.0815	0.722	1.645	8	1	1	1	1	1	1	1
NTS	ENSG00000133636	12	86268073	86276770	0.90708	0.513	1.645	8	0.125487	1	1	1	0.385941933294397	1	1
SEC14L3	ENSG00000100012	22	30843946	30868036	1.2232	0.918	1.646	8	0.020098	1	1	1	0.0986235986543003	1	0.902420030203338
C3orf83	ENSG00000225526	3	12556433	12602558	0.90824	0.514	1.646	8	1	1	1	1	1	1	1
AC112715.2	ENSG00000224132	2	238165734	238166319	0	0	1.646	8	1	1	1	1	1	1	1
MAFA	ENSG00000182759	8	144501352	144512576	0.76828	0.375	1.646	8	0.348365	1	1	1	0.715717459547635	1	1
CST8	ENSG00000125815	20	23471738	23476655	0.76823	0.375	1.646	8	0.565743	1	1	1	0.887998906856282	1	1
OR8B3	ENSG00000196661	11	124266278	124267264	0.69348	0.312	1.646	8	9.999e-05	1	1	1	0.00102094193329388	1	0.0404938477137244
CCT8L2	ENSG00000198445	22	17071667	17073700	0.96906	0.582	1.647	8	0.0219978	1	1	1	0.105959285285504	1	0.950070247373106
FABP7	ENSG00000164434	6	123100620	123105219	0.82574	0.428	1.647	8	0.115788	1	1	1	0.365426273352698	1	1
OR2C1	ENSG00000168158	16	3405889	3406924	0.90914	0.514	1.647	8	0.116688	1	1	1	0.367363179519915	1	1
MRPL50	ENSG00000136897	9	104149915	104160896	0.90901	0.514	1.647	8	0.119188	1	1	1	0.372707216868286	1	1
TTC34	ENSG00000215912	1	2567415	2718286	1.0828	0.723	1.647	8	0.0212979	1	1	1	0.103276643688724	1	0.933766450162026
CCDC28A	ENSG00000024862	6	139094657	139114456	1.0677	0.703	1.647	8	0.0432957	1	1	1	0.179231293979174	1	1
PLEKHS1	ENSG00000148735	10	115511213	115543188	1.2181	0.91	1.647	8	0.00139986	1	1	1	0.0105988762726791	1	0.214627244521752
OR6C74	ENSG00000197706	12	55640982	55642086	0.76853	0.375	1.647	8	1	1	1	1	1	1	1
OR6J1	ENSG00000255804	14	23102673	23103716	0.58928	0.236	1.647	8	1	1	1	1	1	1	1
PRTN3	ENSG00000196415	19	840963	848175	0.9092	0.514	1.647	8	9.999e-05	1	1	1	0.00102094193329388	1	0.0404938477137244
RASL11A	ENSG00000122035	13	27844464	27847827	0.96908	0.582	1.647	8	1	1	1	1	1	1	1
FAM89B	ENSG00000176973	11	65339820	65341669	0.59001	0.237	1.648	8	0.00059994	1	1	1	0.00505070342379461	1	0.127241933893156
CHST4	ENSG00000140835	16	71559136	71572649	1.0527	0.684	1.648	8	0.336466	1	1	1	0.702964341150303	1	1
GLYATL2	ENSG00000156689	11	58601542	58671688	0.96991	0.582	1.648	8	1	1	1	1	1	1	1
RGS21	ENSG00000253148	1	192286122	192336415	0.90932	0.515	1.648	8	1	1	1	1	1	1	1
RNF151	ENSG00000179580	16	2016824	2018976	0.87171	0.474	1.648	8	0.336166	1	1	1	0.702637429914918	1	1
IFI6	ENSG00000126709	1	27992572	27998729	0.69497	0.313	1.648	8	0.0416958	1	1	1	0.174178153383448	1	1
CUTA	ENSG00000112514	6	33384219	33386094	0.99436	0.611	1.649	8	1	1	1	1	1	1	1
ZSWIM1	ENSG00000168612	20	44509866	44513905	1.0976	0.741	1.649	8	1	1	1	1	1	1	1
SH2D6	ENSG00000152292	2	85645844	85664152	0.91069	0.515	1.649	8	1	1	1	1	1	1	1
ASCL3	ENSG00000176009	11	8959119	8964580	0.696	0.313	1.649	8	1	1	1	1	1	1	1
CDK20	ENSG00000156345	9	90581356	90589668	1.1332	0.789	1.649	8	1	1	1	1	1	1	1
AC091801.1	ENSG00000217455	7	3179868	3214287	0.41896	0.144	1.649	8	1	1	1	1	1	1	1
IGFL2	ENSG00000204866	19	46646363	46664556	0.8282	0.43	1.65	8	0.0448955	1	1	1	0.184224989887916	1	1
OR10G2	ENSG00000255582	14	22101992	22103096	0.77091	0.376	1.65	8	0.259574	1	1	1	0.609664945914217	1	1
MPG	ENSG00000103152	16	127006	135852	1.1115	0.759	1.65	8	0.0142986	1	1	1	0.0750332425439706	1	0.769735870491773
SPG7	ENSG00000197912	16	89557325	89624176	1.2992	1.03	1.651	8	9.999e-05	1	1	1	0.00102094193329388	1	0.0404938477137244
TP53RK	ENSG00000172315	20	45313004	45318418	0.82897	0.43	1.651	8	1	1	1	1	1	1	1
FCGR3B	ENSG00000162747	1	161592986	161601753	0.99654	0.613	1.651	8	1	1	1	1	1	1	1
SAYSD1	ENSG00000112167	6	39071840	39082965	0.9121	0.516	1.651	8	0.339766	1	1	1	0.706542762863687	1	1
INMT	ENSG00000241644	7	30737601	30797218	0.77209	0.377	1.651	8	1	1	1	1	1	1	1
TEX29	ENSG00000153495	13	111968531	111996596	0.94404	0.552	1.651	8	9.999e-05	1	1	1	0.00102094193329388	1	0.0404938477137244
C8orf48	ENSG00000164743	8	13424352	13425796	0.87449	0.476	1.651	8	1	1	1	1	1	1	1
RP11-422N16.3	ENSG00000248050	8	110656344	110660313	0	0	1.652	8	1	1	1	1	1	1	1
WDR83OS	ENSG00000105583	19	12778885	12782170	0.77283	0.377	1.652	8	0.124688	1	1	1	0.38428101724861	1	1
FAM167B	ENSG00000183615	1	32712834	32714457	0.82913	0.43	1.652	8	1	1	1	1	1	1	1
GFER	ENSG00000127554	16	2034208	2037750	0.87492	0.476	1.652	8	0.0213979	1	1	1	0.103661323970632	1	0.933827515844309
AADACL2	ENSG00000197953	3	151451704	151479127	1.0384	0.663	1.652	8	1	1	1	1	1	1	1
PRR13	ENSG00000205352	12	53835389	53840429	0.69824	0.314	1.652	8	1	1	1	1	1	1	1
FABP6	ENSG00000170231	5	159614374	159665742	0.97253	0.584	1.652	8	0.337366	1	1	1	0.70394347089197	1	1
RAB27A	ENSG00000069974	15	55495164	55611311	0.99763	0.613	1.653	8	1	1	1	1	1	1	1
AL021546.6	ENSG00000111780	12	120876001	120897809	0.91337	0.517	1.653	8	1	1	1	1	1	1	1
RP11-286N22.8	ENSG00000256591	11	61196692	61253294	0.91407	0.517	1.654	8	1	1	1	1	1	1	1
GOLGA8I	ENSG00000153666	15	23255242	23268823	1.2241	0.915	1.654	8	1	1	1	1	1	1	1
C1ORF220	ENSG00000184909	1	178511950	178517579	0.91436	0.517	1.654	8	1	1	1	1	1	1	1
NANOS2	ENSG00000188425	19	46416475	46418036	0.59453	0.238	1.654	8	0.351465	1	1	1	0.718972671220133	1	1
CCL27	ENSG00000213927	9	34661877	34664045	0.69991	0.315	1.654	8	1	1	1	1	1	1	1
CCL28	ENSG00000151882	5	43376747	43412493	0.595	0.239	1.654	8	0.344966	1	1	1	0.712116562528295	1	1
LIME1	ENSG00000203896	20	62366815	62370456	0.87665	0.477	1.654	8	0.262174	1	1	1	0.613158622816961	1	1
OR4D1	ENSG00000141194	17	56232494	56233517	0.87635	0.477	1.654	8	1	1	1	1	1	1	1
A4GALT	ENSG00000128274	22	43088127	43117304	0.94609	0.553	1.654	8	0.110789	1	1	1	0.354538957457722	1	1
CCDC166	ENSG00000255181	8	144788864	144790279	0.77475	0.378	1.655	8	1	1	1	1	1	1	1
ACOT4	ENSG00000177465	14	74058410	74063200	1.0403	0.665	1.655	8	1	1	1	1	1	1	1
FLJ00273	ENSG00000269510	9	35042390	35042824	0.42305	0.145	1.655	8	1	1	1	1	1	1	1
SNX10	ENSG00000086300	7	26331541	26413949	1.0745	0.708	1.655	8	0.340866	1	1	1	0.707728432091907	1	1
C11orf74	ENSG00000166352	11	36616051	36694823	0.94731	0.553	1.655	8	1	1	1	1	1	1	1
FAM19A3	ENSG00000184599	1	113263041	113269857	0.91545	0.518	1.655	8	1	1	1	1	1	1	1
FKBP14	ENSG00000106080	7	30050203	30066300	0.97505	0.585	1.655	8	1	1	1	1	1	1	1
ZNF221	ENSG00000159905	19	44455375	44471861	0.832	0.432	1.655	8	1	1	1	1	1	1	1
EPHX3	ENSG00000105131	19	15337730	15344246	1.1578	0.82	1.655	8	0.117688	1	1	1	0.36950715835014	1	1
SLC35E2	ENSG00000215790	1	1656277	1677431	0.83263	0.432	1.656	8	1	1	1	1	1	1	1
MOGAT3	ENSG00000106384	7	100838288	100844302	1.1161	0.762	1.656	8	0.0144986	1	1	1	0.0758813690116866	1	0.769735870491773
ALDH3B2	ENSG00000132746	11	67429633	67448671	1.1279	0.778	1.656	8	1	1	1	1	1	1	1
TIRAP	ENSG00000150455	11	126152960	126168740	0.83292	0.432	1.656	8	9.999e-05	1	1	1	0.00102094193329388	1	0.0404938477137244
PRSS46	ENSG00000261603	3	46761073	46777919	0.91575	0.518	1.656	8	1	1	1	1	1	1	1
TP53I3	ENSG00000115129	2	24300303	24308731	1.0903	0.728	1.656	8	1	1	1	1	1	1	1
PDYN	ENSG00000101327	20	1959403	1974732	0.87804	0.478	1.656	8	1	1	1	1	1	1	1
OBP2A	ENSG00000122136	9	138437985	138441815	0.97564	0.586	1.656	8	0.0370963	1	1	1	0.159300342781328	1	1
PLIN5	ENSG00000214456	19	4522543	4535236	1.1038	0.746	1.656	8	0.544246	1	1	1	0.875340192147611	1	1
FAM166A	ENSG00000188163	9	140138036	140142222	1.1167	0.763	1.657	8	9.999e-05	1	1	1	0.00102094193329388	1	0.0404938477137244
GOLGA6L6	ENSG00000215405	15	20737094	20747114	1.2004	0.879	1.657	8	1	1	1	1	1	1	1
TMEM156	ENSG00000121895	4	38968365	39034542	1.076	0.709	1.657	8	1	1	1	1	1	1	1
SHISA3	ENSG00000178343	4	42399856	42404504	0.91669	0.519	1.657	8	1	1	1	1	1	1	1
AC110619.2	ENSG00000218416	2	241388732	241396131	0.70247	0.316	1.657	8	1	1	1	1	1	1	1
AC011366.3	ENSG00000254106	5	109218883	109220452	0	0	1.657	8	1	1	1	1	1	1	1
HCAR1	ENSG00000196917	12	123104824	123215390	0.83348	0.432	1.657	8	1	1	1	1	1	1	1
DTD2	ENSG00000129480	14	31915242	31926716	0.83345	0.432	1.657	8	0.339866	1	1	1	0.70665069796248	1	1
SCIN	ENSG00000006747	7	12610203	12693228	1.3044	1.034	1.657	8	0.574943	1	1	1	0.893164966172365	1	1
APOBEC3D	ENSG00000243811	22	39410368	39429281	1.1927	0.868	1.657	8	0.00109989	1	1	1	0.0085929402346345	1	0.194199652979035
PDE6G	ENSG00000185527	17	79617489	79630142	0.70203	0.316	1.657	8	1	1	1	1	1	1	1
RP11-322L20.1	ENSG00000258804	14	87372122	87389099	0.59809	0.24	1.658	8	1	1	1	1	1	1	1
FFAR1	ENSG00000126266	19	35842445	35843367	0.8342	0.433	1.658	8	1	1	1	1	1	1	1
TAC4	ENSG00000176358	17	47915671	47925379	0.91799	0.519	1.658	8	1	1	1	1	1	1	1
ZNF780B	ENSG00000128000	19	40534167	40562116	0.77723	0.379	1.658	8	1	1	1	1	1	1	1
RLN3	ENSG00000171136	19	14138960	14141854	0.70295	0.316	1.658	8	0.123188	1	1	1	0.381149047335982	1	1
TMEM247	ENSG00000187600	2	46656329	46711564	0.91822	0.519	1.659	8	1	1	1	1	1	1	1
PRSS35	ENSG00000146250	6	84222194	84235423	1.0776	0.71	1.659	8	1	1	1	1	1	1	1
ZNF788	ENSG00000214189	19	12203078	12248050	0.70378	0.316	1.659	8	0.0432957	1	1	1	0.179231293979174	1	1
MGP	ENSG00000111341	12	15034115	15038860	0.91824	0.519	1.659	8	1	1	1	1	1	1	1
PI3	ENSG00000124102	20	43803517	43805185	0.42559	0.146	1.659	8	1	1	1	1	1	1	1
LCE1E	ENSG00000186226	1	152758690	152760902	0.4254	0.146	1.659	8	1	1	1	1	1	1	1
PCDH11Y	ENSG00000099715	Y	4868267	5610265	0.88059	0.479	1.659	8	1	1	1	1	1	1	1
C6orf52	ENSG00000137434	6	10671651	10695030	0.91806	0.519	1.659	8	0.0482952	1	1	1	0.194650089802665	1	1
ATP5G2	ENSG00000135390	12	54026510	54071192	0.95026	0.555	1.659	8	1	1	1	1	1	1	1
PTRH1	ENSG00000187024	9	130455257	130487152	0.88075	0.479	1.659	8	1	1	1	1	1	1	1
PTPN20B	ENSG00000183675	10	48736874	48827966	0.59887	0.24	1.659	8	1	1	1	1	1	1	1
GP1BA	ENSG00000185245	17	4835592	4838325	0.77939	0.38	1.66	8	0.00179982	1	1	1	0.0131748059019932	1	0.241332775668477
PEX11G	ENSG00000104883	19	7541761	7562335	1.0252	0.643	1.66	8	1	1	1	1	1	1	1
APOH	ENSG00000091583	17	64208151	64252643	1.1617	0.822	1.66	8	1	1	1	1	1	1	1
KRTAP10-1	ENSG00000215455	21	45958864	45960078	0.88116	0.479	1.66	8	0.229277	1	1	1	0.566961759827222	1	1
OR5AC2	ENSG00000196578	3	97806017	97806946	0.70444	0.317	1.66	8	1	1	1	1	1	1	1
ATOH7	ENSG00000179774	10	69990386	69991871	0.60006	0.24	1.661	8	1	1	1	1	1	1	1
CAPSL	ENSG00000152611	5	35904397	35938881	1.0043	0.617	1.661	8	1	1	1	1	1	1	1
GPR42	ENSG00000126251	19	35861831	35863855	0.59999	0.24	1.661	8	1	1	1	1	1	1	1
FAM173B	ENSG00000150756	5	10226442	10250009	1.064	0.691	1.662	8	1	1	1	1	1	1	1
AHSG	ENSG00000145192	3	186330712	186339107	1.0796	0.711	1.662	8	1	1	1	1	1	1	1
ISX	ENSG00000175329	22	35462129	35483380	0.92073	0.521	1.662	8	0.335566	1	1	1	0.701982804030281	1	1
AC096582.1	ENSG00000267988	7	45902684	45906045	0	0	1.662	8	0.563744	1	1	1	0.886856709929901	1	1
SMIM18	ENSG00000253457	8	30496117	30503581	0.42739	0.146	1.662	8	1	1	1	1	1	1	1
LRRC52	ENSG00000162763	1	165513244	165533198	0.95308	0.557	1.662	8	0.341766	1	1	1	0.708695884242775	1	1
KRT33B	ENSG00000131738	17	39519746	39526052	1.181	0.848	1.662	8	0.115388	1	1	1	0.364563183899362	1	1
PSCA	ENSG00000167653	8	143751726	143764142	0.42851	0.147	1.663	8	1	1	1	1	1	1	1
OR4C5	ENSG00000176540	11	48387037	48388017	0.78163	0.381	1.663	8	1	1	1	1	1	1	1
ZNF253	ENSG00000256771	19	19976695	20005483	0.78154	0.381	1.663	8	1	1	1	1	1	1	1
S100Z	ENSG00000171643	5	76145826	76217475	0.70689	0.318	1.663	8	1	1	1	1	1	1	1
MRPS14	ENSG00000120333	1	174979925	174992561	0.88448	0.481	1.664	8	1	1	1	1	1	1	1
XG	ENSG00000124343	X	2670091	2734539	1.0479	0.669	1.664	8	1	1	1	1	1	1	1
SERPINA4	ENSG00000100665	14	95027428	95036250	1.0475	0.669	1.664	8	1	1	1	1	1	1	1
OR5V1	ENSG00000243729	6	29323007	29399744	0.70822	0.318	1.664	8	1	1	1	1	1	1	1
FAM221A	ENSG00000188732	7	23719749	23742868	1.1224	0.766	1.664	8	0.340866	1	1	1	0.707728432091907	1	1
S100A10	ENSG00000197747	1	151955391	151966866	0.42884	0.147	1.664	8	1	1	1	1	1	1	1
WDR55	ENSG00000120314	5	140044261	140053709	1.1457	0.798	1.665	8	1	1	1	1	1	1	1
DGAT2L6	ENSG00000184210	X	69397333	69425395	1.0969	0.732	1.665	8	1	1	1	1	1	1	1
MPLKIP	ENSG00000168303	7	40165622	40174258	0.88565	0.482	1.665	8	0.115288	1	1	1	0.364347195063131	1	1
CDKL4	ENSG00000205111	2	39402787	39456729	1.1461	0.798	1.665	8	0.346965	1	1	1	0.714238336332586	1	1
CD5L	ENSG00000073754	1	157800704	157868046	1.184	0.851	1.666	8	0.349565	1	1	1	0.716980800516892	1	1
DEXI	ENSG00000182108	16	11022748	11036317	0	0	1.666	8	1	1	1	1	1	1	1
RP11-62N21.1	ENSG00000248369	4	133356957	133368390	0.60407	0.242	1.666	8	1	1	1	1	1	1	1
TCEANC2	ENSG00000116205	1	54519260	54578192	1.008	0.62	1.666	8	1	1	1	1	1	1	1
KCNK7	ENSG00000173338	11	65360326	65363467	0.9245	0.523	1.666	8	0.00059994	1	1	1	0.00505070342379461	1	0.127241933893156
CNTNAP3B	ENSG00000154529	9	43684902	43924049	1.2742	0.982	1.666	8	9.999e-05	1	1	1	0.00102094193329388	1	0.0404938477137244
C9orf62	ENSG00000178243	9	138235095	138238408	0.78513	0.383	1.667	8	1	1	1	1	1	1	1
NDUFB7	ENSG00000099795	19	14676890	14682874	0.78449	0.382	1.667	8	0.117688	1	1	1	0.36950715835014	1	1
BTN3A3	ENSG00000111801	6	26440700	26453643	1.2011	0.874	1.667	8	1	1	1	1	1	1	1
PLSCR5	ENSG00000231213	3	146294342	146324003	1.0836	0.714	1.667	8	0.216378	1	1	1	0.547593949900481	1	1
PABPC3	ENSG00000151846	13	25670300	25673389	1.1577	0.813	1.667	8	1	1	1	1	1	1	1
LCA10	ENSG00000196987	X	153146127	153154444	0.88762	0.483	1.667	8	1	1	1	1	1	1	1
APOBEC3G	ENSG00000239713	22	39436924	39483748	1.222	0.904	1.667	8	0.333667	1	1	1	0.699903832911883	1	1
ZNF778	ENSG00000170100	16	89284118	89295363	0.95719	0.559	1.667	8	0.0144986	1	1	1	0.0758813690116866	1	0.769735870491773
C1orf195	ENSG00000204464	1	15490840	15497813	0.43087	0.147	1.667	8	1	1	1	1	1	1	1
MMP26	ENSG00000167346	11	4726157	5013659	1.0997	0.734	1.668	8	0.417258	1	1	1	0.78196258166571	1	1
NDUFB6	ENSG00000165264	9	32552997	32573160	0.88786	0.483	1.668	8	1	1	1	1	1	1	1
CTC-429P9.4	ENSG00000268790	19	16688453	16770926	0.7117	0.32	1.668	8	0.039996	1	1	1	0.168742157291422	1	1
LL22NC03-63E9.3	ENSG00000220891	22	22901750	22909007	0.432	0.148	1.668	8	1	1	1	1	1	1	1
OR2M4	ENSG00000171180	1	248402231	248403166	0.78662	0.383	1.669	8	1	1	1	1	1	1	1
SLC2A7	ENSG00000197241	1	9063359	9086404	1.2234	0.905	1.669	8	0.0143986	1	1	1	0.0754576530366035	1	0.769735870491773
SLC25A47	ENSG00000140107	14	100789674	100796715	1.1596	0.814	1.669	8	0.345765	1	1	1	0.712966021156438	1	1
RTBDN	ENSG00000132026	19	12936292	12946242	1.0855	0.715	1.669	8	0.124688	1	1	1	0.38428101724861	1	1
THAP8	ENSG00000161277	19	36525887	36545664	0.98638	0.592	1.669	8	1	1	1	1	1	1	1
C6orf118	ENSG00000112539	6	165693153	165723096	1.2179	0.896	1.67	8	0.00059994	1	1	1	0.00505070342379461	1	0.127241933893156
CAMK2N1	ENSG00000162545	1	20808884	20812713	0.43326	0.148	1.67	8	0.0419958	1	1	1	0.175130283179566	1	1
ZNF688	ENSG00000229809	16	30580667	30584055	0.95986	0.561	1.67	8	0.341866	1	1	1	0.708803232512972	1	1
TMEM253	ENSG00000232070	14	21567096	21571883	0.98731	0.593	1.67	8	1	1	1	1	1	1	1
RIMBP3B	ENSG00000196934	22	21737663	21743446	0	0	1.671	8	0.332167	1	1	1	0.698254038539111	1	1
SOD3	ENSG00000109610	4	24791534	24802464	0.84471	0.438	1.671	8	1	1	1	1	1	1	1
CSDC2	ENSG00000172346	22	41956767	41973745	0.78865	0.384	1.671	8	0.119588	1	1	1	0.37355736768961	1	1
ZNF506	ENSG00000081665	19	19896648	19932560	1.0715	0.696	1.671	8	1	1	1	1	1	1	1
RP11-484M3.5	ENSG00000251012	3	118866222	118906654	0.4339	0.148	1.671	8	1	1	1	1	1	1	1
RP11-597K23.2	ENSG00000259518	15	82380935	82390035	0.60813	0.243	1.671	8	1	1	1	1	1	1	1
ZNF224	ENSG00000267680	19	44598492	44612479	0.78838	0.384	1.671	8	1	1	1	1	1	1	1
OR10A2	ENSG00000170790	11	6890924	6891976	0.78873	0.384	1.672	8	1	1	1	1	1	1	1
MOK	ENSG00000080823	14	102690837	102771537	1.2326	0.917	1.672	8	0.337366	1	1	1	0.70394347089197	1	1
MED18	ENSG00000130772	1	28655513	28662476	0.8915	0.485	1.672	8	0.0158984	1	1	1	0.0817422087207422	1	0.801682436751659
S100A13	ENSG00000189171	1	153591263	153606568	0.60936	0.244	1.672	8	1	1	1	1	1	1	1
MRPS26	ENSG00000125901	20	3026591	3028900	0.98983	0.594	1.673	8	1	1	1	1	1	1	1
ZNF587	ENSG00000198466	19	58361225	58376480	0.61009	0.244	1.673	8	0.342366	1	1	1	0.709339535266542	1	1
HMSD	ENSG00000221887	18	61616535	61649008	0.71524	0.321	1.673	8	1	1	1	1	1	1	1
C4orf26	ENSG00000174792	4	76481258	76491095	0.60964	0.244	1.673	8	1	1	1	1	1	1	1
POTEH	ENSG00000198062	22	16256441	16287937	1.1037	0.737	1.673	8	0.245275	1	1	1	0.589978414181964	1	1
OR52A5	ENSG00000171944	11	5152922	5153872	0.96198	0.562	1.673	8	1	1	1	1	1	1	1
TMSB4X	ENSG00000205542	X	12993227	12995346	0	0	1.673	8	1	1	1	1	1	1	1
SLC22A1	ENSG00000175003	6	160542821	160579750	1.2393	0.926	1.673	8	0.340966	1	1	1	0.707836044008901	1	1
PCDHB14	ENSG00000120327	5	140602931	140605858	1.1534	0.803	1.674	8	1	1	1	1	1	1	1
PLET1	ENSG00000188771	11	112118876	112131583	0.96259	0.562	1.674	8	0.113689	1	1	1	0.360881699911476	1	1
KCNJ16	ENSG00000153822	17	68049570	68131749	1.1181	0.755	1.674	8	0.338766	0.012423155225872	1	0.012423155225872	0.0272319593387209	1	0.423692861655056
TEKT5	ENSG00000153060	16	10721358	10788802	1.2209	0.899	1.674	8	1	1	1	1	1	1	1
DCD	ENSG00000161634	12	55038375	55042277	0.89307	0.486	1.674	8	1	1	1	1	1	1	1
TMEM81	ENSG00000174529	1	205052258	205053645	0.7907	0.385	1.674	8	1	1	1	1	1	1	1
ZNF528	ENSG00000167555	19	52901102	52921665	0.84759	0.439	1.674	8	1	1	1	1	1	1	1
FAM26D	ENSG00000164451	6	116850174	116880031	0.84767	0.439	1.674	8	0.0405959	1	1	1	0.170668744267805	1	1
PCTP	ENSG00000141179	17	53828340	53920191	1.1192	0.756	1.675	8	1	1	1	1	1	1	1
CTXN1	ENSG00000178531	19	7989372	7991051	0	0	1.675	8	1	1	1	1	1	1	1
GGTLC1	ENSG00000149435	20	23965690	23969416	0.93169	0.527	1.675	8	0.343466	1	1	1	0.710516832473906	1	1
